,trackName,albumName,albumArtistsName,mood,lyrics
equipment.

FADE THROUGH TO:

1. INT. ROOFTOP RESTAURANT - NIGHT
A pricey joint in midtown.  DREIBERG and LAURIE, well-fed, are hard
at work on their second bottle of wine.  She looks amazingly
beautiful in full makeup and low-cut evening gown -- but it's largely
wasted on her preoccupied date.

At the moment, she's filling him in on life with Dr. Manhattan:

LAURIE
The government's really worried.  He gets so flaky sometimes.  I
guess it's no picnic being the world's only superhuman.
(mock-macho)
I have to keep him in line.

She flexes her bicep and holds the pose, waiting for DREIBERG to
laugh.  He doesn't.  In fact, he barely even notices; his gaze has
wandered off into a far corner of the room.

LAURIE (cont.)
Excuse me -- where exactly are you tonight?

DREIBERG
Sorry, it's this thing with Blake.  I mean, you don't really think
anyone's out to get us -- do you?

LAURIE
Dan, are you really that paranoid?  Let's face it, Eddie Blake was no
Mother Teresa.

DREIBERG
Psychotic pig.  He had it coming.  Mr. CTU . . .

LAURIE
Now wait.  We all had the same option as Blake.  It was work for the
government or do time.

DREIBERG
Fine, but the Civil Terrorism Unit?  It's a fucking Gestapo!  Dirty
tricks -- political assassinations --

Now he's got LAURIE nervous.  She scans the restaurant quickly, then
leans forward and speaks, in hushed tones:

LAURIE
Okay, okay.  You made your choice.  You went underground.  Some of us
made other choices.

DREIBERG
(shaking his head in disgust)

Yeah.  That pig Blake gets buried at Arlington, full military honors
. . . and I'm still in the psycho file with Rorschach.

LAURIE looks at him a moment.  She starts to chuckle.

DREIBERG (cont.)
What's so funny?  Have I got food in my teeth?

LAURIE
I'm just wondering what you would've said ten years ago if you could
see yourself right now.
(raising her glass)
Well, here's to the Comedian.  'Cause the fact is, he's dead . . .
and we're not.

DREIBERG makes a face -- and smiles despite himself.

1. EXT. ROOFTOP OUTSIDE RESTAURANT - NIGHT
DREIBERG and LAURIE have repaired to the romantic rooftop terrace,
which overlooks the Manhattan skyline.  They're holding big snifters
of brandy, and they're both pretty well drunk.

DREIBERG
The pisser is, nobody ever remembers all the good shit we did.  I
mean, we were heroes!

LAURIE
Damn straight.

DREIBERG
Damn straight!  We were heroes.

LAURIE
Of course, we looked like idiots in those bondage outfits.

DREIBERG
Well, that was Adrian's idea.  I know he's the smartest man in the
world and all that, but -- talk about publicity hounds . . .

LAURIE
(smiling)
Hey.  You remember that nut in the hockey mask?  With the asthma?
What was his name . . .

DREIBERG
Oh yeah.  The one that used to confess to everything?  Hoping we'd
beat him up?

LAURIE
That's the one.  Whatever happened to him?

DREIBERG
(deadpan)
He pulled it on Rorschach . . . and Rorschach dropped him down an
elevator shaft.

LAURIE looks aghast for a second and a half.  Then her hand goes to
her mouth -- and like DREIBERG she's GIGGLING helplessly.  CAMERA
PULLS UP AND AWAY, isolating them on the rooftop, and we hear a
stentorian VOICE over scene:

CHAPLAIN (V.O.)
In the midst of life we are in death . . .

CUT TO:

59. EXT. ARLINGTON NATIONAL CEMETERY - DAY
AN AMERICAN FLAG lies across the coffin of Edward Blake.

CHAPLAIN
. . . and so we commend our brother Edward Blake unto God, who shall
change our vile body that it may be like unto his glorious body --

TIGHT ON DR. MANHATTAN, standing at graveside amid a tight know of
mourners.  There's no weeping, no gnashing of teeth;  most of the
attendees are bureaucrats or military men, obviously here for reasons
of protocol.  Nearby is a cadre of riflemen, ready to send Blake off
with the traditional twenty-one gun salute.

CHAPLAIN (cont.)
-- according to the mighty working whereby he is able to subdue all
things unto himself.

A light rain begins to fall; umbrellas open all around.  DR.
MANHATTAN, of course, doesn't need one -- the raindrops vanish
miraculously before they strike him.  CAR HORNS sound in the
distance, and he glances off at:

60. EXT. ANOTHER PART OF THE CEMETERY - THAT MOMENT
SENTRIES stand at attention.  They've blocked off the part of the
cemetery where the funeral is taking place, but the good Doctor has
been spotted nonetheless, and word of his presence is spreading like
wildfire.

MOURNERS and TOURISTS are rushing in from every corner of the
cemetery to get a look at the bright blue superman.  With all due
respect for the dead, Arlington National's turning into a zoo:
gawkers are lined up three or four deep.  The sentries have their
hands full managing the crowd.

A KID breaks free from his parents and sprints across the graves to
join the excited throng.  As he does, our attention settles on the
VIETNAM WAR MEMORIAL.

It's not the familiar stark black wall.  It is, bizarrely, a chiseled
marble representation of DR. MANHATTAN; his eyes are turned skyward,
and he's cradling a WOUNDED AMERICAN GRUNT in his massive arms,
Pieta-style.  On the pedestal beneath it, a bronze
plaque bears the inscription:

IN MEMORY OF THE BRAVE AMERICANS
WHO GAVE THEIR LIVES
TO ACHIEVE VICTORY IN VIETNAM

Below it are the names of the American dead.  There are almost four
hundred of them.

61. EXT. MILITARY INSTALLATION - NIGHT
The Rockefeller Military Research Center -- LAURIE's home sweet
home.  Her car pulls up to the guard's booth and he waves her
through.  As soon as the chain-link gate rolls back into place behind
her, the GUARD picks up a phone and punches in a number.

62. EXT. RESEARCH CENTER - NIGHT
LAURIE strides up a concrete walkway at the entrance to the complex,
fumbling in her purse for a mag-striped ACCESS CARD.  She inserts the
card into a slot at the door.  Nothing happens.

She tries again.  Still no luck.  Just then, a long black car pulls
up behind her -- and a uniformed officer, MAJOR ADAMSON, steps
out.

LAURIE
Major Adamson, I can't seem to get in the door.

ADAMSON
Laurie, I'll have to ask you to come with me.

LAURIE
Why?  What's the problem?

ADAMSON
I can't tell you that.  It is quite urgent.

LAURIE
(chuckling)
I would like to use the bathroom --

As she speaks, TWO ARMED GUARDS come marching up the walkway.

ADAMSON
The access code's been changed.  Your card won't work anymore.

LAURIE
What?!

ADAMSON
Please.

The major puts a firm hand on her elbow and leads her off.  The
GUARDS stand at attention, then fall in behind them as they pass.

ADAMSON holds the car door open.  LAURIE's climbing inside when she
sees something which turns her confusion into outright panic.

The entrance to the research center has just opened -- and emerging
from it, onto the walkway, are a half-dozen men in FULL RADIATION
SUITS.

63. INT. MEDICAL LAB - NIGHT
LAURIE enters with full military escort.  The troops hand her off to
a team of DOCTORS and LAB TECHNICIANS, then drop back to stand guard
at the door.  A brusque NURSE presents her with a short white
gown:

NURSE
Miss Juspeczyk.  Put this on, if you would.

LAURIE
What -- ?

DOCTOR
Drink this.

The DOCTOR hands LAURIE a glass full of iridescent green fluid.  She
stares at it, still somewhat nonplussed.

DOCTOR
Drink it.

64. INT. MEDICAL LAB - ANTEROOM - NIGHT
TECHNICIANS monitor a series of computer screens.  On the screens are
shifting, multicolored GRAPHICS PATTERNS representing the interior of
a human body as seen from a variety of angles.  A leaded window opens
on:

65. INT. MEDICAL LAB - NIGHT
We're watching what looks like an electronic sarcophagus.  A
donut-shaped housing traverses its length repeatedly, head to foot,
foot to head, sending a three-dimensional readout telemetrically to
the anteroom.

Through a glass panel in the sarcophagus we see LAURIE, he head
wedged into a fixed metal brace, eyes darting fitfully left and right
as she wonders just what the hell is going on.

66. INT. DOCTOR'S OFFICE - NIGHT
A MAN'S HAND slides a photograph across a table.

LAURIE (O.S.)
That's Col. Brent Dabbs.  Jon's military liaison.

LAURIE, still dressed in the white gown, is seated at a table
surrounded by GOVERNMENT AGENTS in three-piece suits.  Chief Agent
SCHMIDT nods at his cronies and replaces the photo with another taken
from a thick sheaf.

LAURIE (cont.)
Dr. Candelaria.  He works on one of Jon's research teams.  The
quantum-whatever.

SCHMIDT lays a third photo before her.  It's a group shot of the
Watchmen -- the same picture that hung in BLAKE's closet.  LAURIE
hesitates.

LAURIE (cont.)
That's Jon.  Obviously.  And me.  Adrian Veidt.
(long pause)
Rorschach . . .

SCHMIDT
Their real names, please.

LAURIE
I don't know their real names.

SCHMIDT
You're lying, Miss Juspeczyk.

LAURIE
I don't know their real names!

SCHMIDT
You're not ""protecting"" anyone.  These people's lives may depend on
the answers you give.
(holding up the sheaf of photos)
These are all former associates of Dr. Manhattan --

LAURIE
Then why don't you ask him?!?

Furious, she pushes herself away from the table and moves to a nearby
window.  The AGENTS exhange cool glances.  Like all experienced
torturers, they understand the value of patience.

LAURIE (cont.)
I want to get dressed.  -- And I'd like a cigarette.

One of the AGENTS pulls a pack from his coat, shakes a cigarette out
for LAURIE.  As he's lighting it -- a perfect gentleman -- the door
opens and a LAB TECHNICIAN enters with a clipboard.

He passes the clipboard to SCHMIDT, who examines its contents -- and
tilts an eyebrow.  LAURIE, looking on, is about to burst with
curiosity:

LAURIE (cont.)
Someone had better tell me what's going on here!

SCHMIDT
Sit down, Miss Juspeczyk.  As I mentioned, the people in this file
are all close associates of Dr. Manhattan.  They have something else
in common as well.
(beat)
They've all developed a fairly . . . exotic form of lymphatic cancer.

LAURIE
What are you saying?  That Jon is radioactive?

All at once, the obvious hits home -- and LAURIE's face goes
bone-white.  SCHMIDT nudges the clipboard toward her.  Trembling, she
takes it. . .then sets it down, staggered by what she's read.

SCHMIDT
I'm terribly sorry.

LAURIE
What does this mean?  What does it --

SCHMIDT
Six to eight months.  That's with treatment.  -- Perhaps now you can
see why it's so vital that we locate your . . . friends.

LAURIE
That's it.  This is all a trick, isn't it?  Some kind of horrible
joke to make me --

She scans the room.  No one's laughing.  SCHMIDT gets up, signals to
his comrades, and heads for the door.

SCHMIDT
Take a day or two.  If you ""remember"" any names . . . do give us a
call.

The AGENTS leave, and LAURIE sits alone in the office.  She reaches
for the clipboard and takes another long hard look.  Then, quaking,
she buries her face in her hands.

67. INT. OBSERVATION ROOM - THAT MOMENT
A darkened room just off the office; LAURIE is visible through a
two-way mirror.  The door opens, and MAJOR ADAMSON -- who's been
watching all along -- is joined by SCHMIDT.

ADAMSON
Poor kid.

SCHMIDT
We'll keep her in isolation awhile.  She'll give us some names.

ADAMSON
To hell with those costumed idiots.  I'm worried about Doc
Manhattan.

SCHMIDT
What do you mean?

ADAMSON
She's his last link to humanity.  Once she's gone . . . God knows
which way he'll jump.

DISSOLVE TO:

68. INT. HOTEL ROOM - WASHINGTON, D.C. - DAY
DR. MANHATTAN stands in front of a full-length mirror.  He's wearing
a navy-blue double-breasted suit, a white shirt, and a maroon necktie
with an irregular mauve pattern.

The tie doesn't quite suit him.  His brow wrinkles, and the tie
magically transmutes into a more sedate wide-red job with diagonal
gold stripes.

Too staid.  DR. MANHATTAN frowns, and the tie transforms itself into
a handsome royal-blue number with tiny hydrogen atoms for
decoration.

It does nice things for his complexion.  Satisfied, he turns from the
mirror, starts for the door, and DEMATERIALIZES.

69. INT. TELEVISION STUDIOS - DAY
TECHNICIANS running to and fro.  A harried DIRECTOR checks the green
room, where the STAFF is beginning to panic.

DIRECTOR
We're on the air in five minutes.  Where the hell is
that big blue son of a --

He stops, wisely, in mid-sentence.  DR. MANHATTAN has just
rematerialized inside the studio, two feet from the DIRECTOR's
face.

DR. MANHATTAN
I'm sorry.  Am I late?

DIRECTOR
No problem.  We'll have to head straight for the set.  -- Oh, I'm
Kent Turner, the director. . .

The DIRECTOR shakes DR. MANHATTAN's hand and marches him down a
hallway.  Within seconds they're joined by a GOVERNMENT LIAISON.

LIAISON
Dr. Osterman.  I've got a list of taboo areas here we'd like you to
steer clear of.  Obviously, Afghanistan will come up, but if you'll
just play it cool --

DIRECTOR
Doc, that blue of yours tends to wash out on camera.  Could you give
us something a little darker . . . ?

DR. MANHATTAN pauses briefly.  His skin tone darkens two shades.

DR. MANHATTAN
Will this do?

DIRECTOR
Perfect.

LIAISON
Now Doc, please -- on this Afghanistan thing --

But the good doctor is already at the edge of the set, surrounded by
a cluster of SOUND MEN, PRODUCTION ASSISTANTS, etc., who are
hurriedly prepping him for the telecast.  The frustrated LIAISON
hangs back and glances up at an OVERHEAD MONITOR.  The ""ABC NEWS
SPECIAL REPORT"" graphic is already onscreen, with THEME MUSIC
underneath.

70. INSERT - TV MONITOR
Stock footage.  We open on a shot of terrified Viet Cong racing for
their lives through a dense jungle; the camera WHIP PANS to the right
and takes in an extraordinary sight.

A towering, ninety-foot tall DR. MANHATTAN strides blithely through
the jungle, occasionally directing a blast from his fingertips at the
greenery below.  AMERICAN HUEYS hover behind him, spitting out bursts
of automatic fire, performing mop-up duty as this one-man defoliation
crew does his apocalypse thing.  A SUPERIMPOSED TITLE reads:
""VIETNAM.  1965.""

ANNOUNCER (V.O.)
Dr. Manhattan: the nuclear titan spawned in a freak scientific
mishap.  For more than twenty years the ""Manhattan Option"" has been
the linchpin of America's conventional strategy --

We CUT to PRAGUE, where RUSSIAN TANKS are rolling through a broad
thoroughfare.  DR. MANHATTAN, only forty feet tall this time, rounds
a corner and emerges from behind a municipal building.

His EYES gleam eerily, and the lead tank begins to HEAT UP, the grey
gunmetal turning red before our eyes.  The hatch springs open, STEAM
hisses, and TERRIFIED RUSSIAN SOLDIERS clamber out -- only to be met
with a barrage of ROCKS thrown by the local citizenry.  Title reads:
""CZECHOSLOVAKIA.  1968.""

ANNOUNCER (V.O., cont.)
-- in trouble spots from Vietnam to Czechoslovakia to Nicaragua: a
one-man cavalry coming to the aid of our democratic allies, holding
the Communist menace in check.

DANIEL ORTEGA, in Sandinista drabs, sits at a table across from
American Secretary of State G. Gordon Liddy.  The two men shake
hands, hold up a signed treaty for the camera.  DR. MANHATTAN, in a
three-piece suit, stands behind them, presiding over this historic
accord.  Title: ""NICARAGUA.  1979.""

ANNOUNCER (V.O., cont.)
In the famous words of General William Westmoreland, ""Yes, Virginia,
there is a Superman -- and thank God, he's American.""

71. INT. SOUNDSTAGE - A MOMENT LATER - DAY
A sparse, businesslike talk-show set: two chairs, a table, a backdrop
of the Washington monument, and a gallery full of MEDIA PEOPLE.  Jaded
news vet DAVID BRINKLEY is manning the host's chair:

BRINKLEY
For this live question-and-answer session we'll be joined by
correspondents from all three networks.  But since I am moderating,
I'll ask you to keep your questions short and snappy.
(turning)
Now let's welcome our special guest, Jonathan Osterman . . . better
known to the world as Dr. Manhattan.

Applause from the crowd.  ANGLE WIDENS to include Doctor M, seated at
BRINKLEY's right.  He nods in acknowledgement.

BRINKLEY (cont.)
I suppose the topic on everyone's mind this week is Afghanistan,
where Russian tanks appear to be poised for a massive invasion.  Now
since you've dealt successfully with similar situations in the past .
. . I'll ask you point-blank: has the administration requested that
you intervene?

DR. MANHATTAN
I will not intervene in Afghanistan.

A HUBBUB goes up among the crowd.

72. ANGLE ON MILITARY LIAISON
Looking on from offstage.  He rolls his eyes in frustration.

73. ANGLE ON SET - BRINKLEY AND DR. MANHATTAN
HANDS are already shooting up among the NEWSMEN in the audience.
BRINKLEY ignores them:

BRINKLEY
You're saying you would refuse a direct request?

DR. MANHATTAN
There will be no request.  I will not intervene.

BRINKLEY
Well, Doctor, it's widely understood, or rumored, that you can
actually see the future.  Does you answer indicate that the
hostilities in Afghanistan will blow over?

74. ANGLE ON MILITARY LIAISON
He's steamed, but like everyone else in the studio he's hanging on
DR. MANHATTAN's every word.  He turns apprehensively to a COLLEAGUE
in the shadows behind him -- and snaps his fingers once:

LIAISON
I want a phone line to the booth.  Now.

75. ANGLE ON BRINKLEY AND DR. MANHATTAN
DR. MANHATTAN
I see the future only as it relates to me.  I have no control over it.
(long pause)
I can only repeat . . . that there will be no request. . .and I will
not intervene.

He sits there like a big blue Buddha.  BRINKLEY shrugs and presses on.

BRINKLEY
Well, then -- I hope we can take that as an optimistic sign.  I'll
open up the floor to questions now.  Doug?

REPORTER
Dr. Osterman, I'm Doug Roth of Nova Express.  I'd like to read
you some names:  Col. Brent Dabbs, Dr. J. M. Candelaria, Wallace M.
Weaver . . . do these names have any meaning to you?

DR. MANHATTAN
All friends, yes.  Associates of mine.

ROTH
Let me go on.  Stephanie Boris, William Charles Batts, Susan White.
Are you aware that these ""friends"" and ""associates"" of yours have all
been diagnosed with terminal cancer?

The CROWD NOISE begins to build.  Even BRINKLEY's taken aback.  He
gapes at DR. MANHATTAN -- who sits there silently, his inhuman face
an unreadable mask.

76. ANGLE ON MILITARY LIAISON
eyes wide, hand cupped over the in-house telephone

LIAISON
Oh Jesus.
(barking into phone)
I want this broadcast killed.  I'll run out on that goddamn set if I
have to!

77. ANGLE ON SET - BRINKLEY, ROTH, DR. MANHATTAN
ROTH
I have here an official list of sixteen names, all similarly
diagnosed.  Now, for the record, Doctor -- is there a
connection?

By now, the crowd is about to erupt -- ROTH is shouting to make
himself heard over the din.  BRINKLEY, who's just gotten a message
from the booth, touches his headset and announces:

BRINKLEY
I'm told it's time for a break.  We'll be back after this brief
message --

Within seconds the MILITARY LIAISON has rushed out onto the set,
flanked by two COLLEAGUES in mirrorshades.

LIAISON
THAT DOES IT!  NO MORE QUESTIONS!  SHOW'S OVER!!

The three of them all but yank DR. MANHATTAN out of his seat.  Then,
PANDEMONIUM breaks loose as eager NEWSMEN bolt the gallery and MOB
THE SET.

RANDOM NEWSMEN
Dr. Manhattan!  Are these allegations true?  Do you cause
cancer??

DR. MANHATTAN
I don't wish to answer any questions.

RANDOM NEWSMEN
You see the future!  Did you know in advance --

LIAISON
The Doctor will not answer your questions.  Now STEP
ASIDE!!

The LIAISON and his boys form a wedge in front of DR. MANHATTAN, but
the mass of bodies and microphones is all but impenetrable.

RANDOM NEWSMEN
How long have you known -- why is the government concealing this
information --

DR. MANHATTAN
Please get out of my way.

The LIAISON throws an elbow, knocking a REPORTER to the floor.
SCUFFLING breaks out.  Just as it's getting vicious, DR. MANHATTAN
lets out a THUNDEROUS SHOUT:

DR. MANHATTAN
I said LEAVE ME ALONE!!

In the wink of an eye, the soundstage is EMPTY -- no newsmen, no
microphones, no cameras -- nothing but the lone figure of DR.
MANHATTAN and, still sitting in the chair behind him, BRINKLEY.

BRINKLEY swallows hard and fidgets with his necktie.  A moment later,
there's an ANGRY FLASH of WHITE LIGHT -- and DR. MANHATTAN VANISHES,
leaving BRINKLEY alone on the deserted set.

CUT TO:

78. INT. RESEARCH CENTER - LIVING QUARTERS - NIGHT
The place has been pretty well torn apart; MAJOR ADAMSON is
overseeing a crew of technicians in white suits as they post
quarantine notices at the entrances.  He's not altogether surprised
when DR. MANHATTAN rematerializes at his side.

DR. MANHATTAN
Where's Laurie?

ADAMSON backs off slightly.  He's not wearing a radiation suit, and
he's understandably reluctant to get any closer than absolutely
necessary.

ADAMSON
She's been relocated, Jon.  It's strictly precautionary . . .

DR. MANHATTAN
There's no need to lie.  I assume she's been tested.  Were the
results positive?

ADAMSON hesitates the briefest of seconds.

DR. MANHATTAN (cont.)
Don't bother.  I already know what you'll say.

He watches impassively as what's left of his home is dismantled.  His
mind is already a million miles away.

ADAMSON
Jon, I know this is presumptuous, but . . . if you wanted to . . .
could you cure her?

DR. MANHATTAN
I don't know.  I only know that I won't.
(long pause)
There'd be no point.  It's finally begun.

ADAMSON
""Begun?""  What's begun?

DR. MANHATTAN
I've seen this day.  It's the day I've been dreading all these years.
(pause)
You see, Major Adamson, Laurie Juspeczyk was the only human being I
cared for . . .

ADAMSON doesn't know what he's talking about, but a chill runs down
his spine nonetheless.

DR. MANHATTAN
My work here is finished.  God be with you, Major.

And with that, he VANISHES.  His double-breasted suit he leaves
behind; it hangs in midair for a moment, then crumples into a pile at
the Major's feet.

ADAMSON
Good Lord --

CUT TO:

79. EXT. OUTER SPACE
-- and it's about as exterior as you can get.  We're a few
hundred miles above Earth; the curvature of the globe is readily
apparent from this height, and the surface looks placid and eerily
beautiful
-- oceans and continents overlaid by a pattern of shifting white
clouds.  From frame right, a BLUE FIGURE swings into view, eclipsing
our planetary vista and disappearing again off frame left.

It's DR. MANHATTAN.  He's in a lotus position, sitting on
nothingness, calmly scanning the globe from his orbital vantage.
Stars twinkle behind him as he looks down on the planet he's about to
leave, his normally-inscrutable features tinged with regret.

80. EXT. ARIZONA DESERT - NIGHT
Black sky hangs over an empty stretch of desert -- so desolate, so
barren and otherworldly that it could pass for Mars.  Could, that is,
until we see the residue of man's presence on the landscape: ruined
quonset huts, roofless, long since abandoned to the elements,
half-buried in drifts of sand; military vehicles, little more than
husks now, rusty and gutted; and a sign, dangling awkwardly from a
rotted upright -- GILA FLATS TEST BASE.

A gecko skitters across the sand and pauses.  Above it, a sudden
RUPTURE appears in the night sky, bathing the sands in blinding blue
light.  The gecko runs wildly as DR. MANHATTAN steps through the rift
in the sky and descends gently to earth.

The rupture heals itself, and the desert is dark and peaceful once
more as DR. MANHATTAN trudges through the sands toward the ghost town
of Gila Flats.  He wanders through the ravaged doorway of what was
once a canteen: tables are overturned, bottles broken, but the long
mahogany bar, though pitted and scarred, stands intact.

A desert rat scurries down its length as DR. MANHATTAN looks on.  We
MOVE IN on his emotionless glowing EYES and

DISSOLVE TO:

81. INT. CANTEEN (FLASHBACK) - DAY
It's twenty-odd years ago, and we're looking at DR. JONATHAN OSTERMAN
-- a big, boyish, clean-cut guy of twenty-six, dressed in a necktie
and a white lab coat.  He's at a table sipping a mug of beer, wearing
a dopey smile as he gazes out of frame at his lunch companion:

JANEY SLATER (O.S.)
Nineteen million for the intrinsic field disruptor.  You'd think they
could at least make us a decent hamburger.

JON laughs, looks sheepishly down at his hands.  He's utterly smitten
with DR. JANEY SLATER, his colleague at the test base; she's a couple
of years older than he, and pretty, in a heavily-coiffed way -- just
close enough to LAURIE that you'd notice the resemblance.  And she's
probably the only one in the room who can't see just how bad a crush
JON has on her.

JON
I'll say.  If we ever get off this looney-tune project, I'm gonna
head straight for civilization and buy me a big thick steak.

JANEY
With lots of ketchup?

Smiling, she indicates JON's plate.  He's emptied at least half a
bottle on his french fries.

JON
Nothing wrong with ketchup.

JANEY
Jon Osterman, you don't act like a Princeton boy.  What's a big lug
like you doing in a place like this?

JON
Anything for science, I guess.
(long, hesitant pause)
Janey, there's something --

JANEY
(simultaneously)
We should get back --
(realizing she's cut him off)
What?

JON
Nothing.  What were you going to say?

JANEY
We should get back to the lab.
(staring at him; chuckling)
You okay, Jon?

He stares at his hands, afraid to meet her eyes.  After a moment he
pipes up:

JON
Oh, yeah.  You go ahead.  I'll be right behind you.

The lad seems a little screwy today.  JANEY shrugs, gets up and heads
for the door.  JON takes a moment to collect himself, then looks after
JANEY.  She's paused in the doorway to unbuckle her wristwatch.

His face goes a little pale.  He screws up his courage, rushes up
behind her.

JANEY
Stupid watch.  Stopped again.  Do you have the --

JON
(blurting it out)
Janey, will you marry me?

She turns and looks him squarely in the face.  He's wearing the
pained expression of a convicted murderer waiting to hear the
verdict.

JANEY
Jon -- what?

JON swallows hard, and the two of them stare at each other, eyes
locked.  For a moment it's as if they're the only souls in the
canteen.  But just then two SCIENTISTS come bustling through the
door, clipboards in hand, deep in a conversation of their own; and
one of them -- DR. WALLY WEAVER -- walks smack into the startled
JANEY, causing her to drop her wristwatch.

There's a loud CRUNCH.  JON and JANEY snap out of their private
trance as WALLY bends to retrieve the watch.

WALLY
Christ, Janey, I think I stepped on your watch.

JANEY
Oh Wally, don't feel bad.  It was cheap, it never worked anyway --

JON
I can fix it.

JANEY
-- What?

JON
My dad's a watchmaker.  I'll put it back together for you.  Better
than ever.

He holds out his hand.  Their eyes meet for a long moment.

WALLY
Take him up on it.  It'd make me feel better.

Chuckling, WALLY and his colleague head off to find a table.  JANEY
hands JON the watch; his hands close around her, and he gazes at her
with basset-hound eyes.  She realizes he's still waiting for his
answer.

But before she can speak, JON produces a small BOX from his pocket.
He thrusts it abruptly into JANEY's hands --

JON
Here.  I'll trade you.

-- and hustles off.  She opens the box, finds an ENGAGEMENT RING.
With a little smile she tries it on, and turns to show JON -- but
he's already gone.

She stares at the ring.  Her smile broadens.

82. INT. LABORATORY - DAY
JON's at a lab table, papers stacked all around him.  In the center
of the table is a piece of black velvet strewn with JEWELER'S
TOOLS.

It's his lunch hour, and he's fixing JANEY's watch.  He tightens the
central screw which holds the hands in place, then fits the crystal
into its housing and gives it a light tap.

With a big, childlike grin of satisfaction -- the boy's in love,
remember -- he gets up and starts for the door.  The lab is jammed
with oversized, arcane machinery; the centerpiece is a concrete TEST
CHAMBER with two-foot-thick metal walls.  Mounted on either side of
it are PARTICLE CANNONS -- great bulky devices which look like
anti-aircraft guns encircled by huge plexiglass coils.

He stops, spots his lab coat hanging on a peg in the corner, and
walks over to grab it.  As he's putting it on, he hears a tiny SQUEAK
from the direction of the test chamber.

Mounted above the chamber is a DIGITAL CLOCK -- hours, minutes,
seconds, tenths of seconds.  Just now it's 13:58 and change.  JON
eyes the clock, hesitates briefly, then grabs a broom and steps to
the reinforced steel door of the chamber.

Inside, the chamber is empty but for a concrete block mounted on a
low platform -- and a MOUSE, which scurries into the corner when it
hears JON coming.  He steps inside, sets JANEY's watch on the
concrete block, and swings the broom at the mouse.

JON
C'mon, little guy, outta here . . .

The mouse legs it out the door.  JON follows, smiling, broom in
hand.

JON (cont.)
. . . don't wanna screw up a million-dollar experiment.

He stops.  Feels around in his pocket.  Realizes he's left the watch
inside.

He looks at the overhead clock again -- 13:59:30 and counting.
Agitated now, he races back toward the chamber, pauses in the
doorway, spots the watch resting where he left it on the far side of
the concrete block.  He dashes inside, circles around the concrete
block, reaches for the watch --

-- and FREEZES at the sound of THREE WARNING BEEPS behind him.

White-faced, he snatches at the watch and ducks around the concrete
block -- too quickly.  He nicks his shin on the projecting edge of
the support platform and tumbles to the floor of the chamber.

Before his eyes, a MASSIVE STEEL DOOR is sliding into place --
TRAPPING HIM INSIDE.

He LURCHES toward the door, gets a hand through.  The door keeps
sliding.  He jerks his hand back a half-second before the door slams
shut.

83. INT. LAB - ENTRY - THAT MOMENT
1300 hours sharp.  A half-dozen SCIENTISTS stroll into the lab.  One
of them is passing out goggles -- to his colleagues and a pair of
MILITARY BIGWIGS who are obviously on a walking tour of the
facilities.

SCIENTIST
-- actually, we don't know what happens when you disrupt the
intrinsic field.  All we've managed to do so far is blow a few
concrete blocks all to hell.

GENERAL
(joking, but worried)
No danger of . . . fallout, is there?

SCIENTIST
No sir.  The chamber's radiation-proof once it's sealed.  That's why
we waited outside.

The translucent coils on the particle cannons have begun to glow a
dull red.

The crowd draws closer, goggles in place.  There's a dim, distant
THUMPING.

The SCIENTISTS look at the chamber -- and go slackjawed in perfect
unison.

GENERAL
What's the matter?

SCIENTIST
Sweet Jesus -- !

We DOLLY IN rapidly on the observation panel mounted inthe wall of
the test chamber -- leaded glass, two feet thick.  Behind it is the
terrified face of JON OSTERMAN -- pounding frantically on the glass,
screaming soundlessly.

Pandemonium in the lab as the SCIENTISTS rush right and left,
punching buttons, twisting knobs -- to no avail.  The GENERAL comes
to a belated and painfully obvious realization:

GENERAL
Say, there's a man in there!!

The coils on the cannons have gone from red to bright yellow.  One
SCIENTIST stands at the observation window and SHOUTS --

SCIENTIST I
Stay calm, Jon!  We'll try and kill the power!

-- while another barks furiously into a wall phone:

SCIENTIST II
Building six!  Kill the power!  Osterman's trapped in the I.F.
chamber!!

The GENERAL stands there looking rather nonplussed.

GENERAL
Well -- why doesn't someone let him out??

SCIENTIST III
It's a timelock.  It can't be opened once the sequence
starts.
(to SCIENTIST II)
What's the word?

SCIENTIST II
(covering the phone)
They're sending a crew to the generator building --

SCIENTIST IV
TWENTY SECONDS!

In a glass box on the wall is a fire ax -- with the instructions ""IN
CASE OF FIRE BREAK GLASS.""  WALLY WEAVER, Jon's friend from the
canteen, wraps his lab coat around his forearm, punches through the
glass, and grabs the ax.

SCIENTIST I
Wally!  What are you doing?

WALLY
The power cables!!

And now another figure enters the lab -- the unsuspecting JANEY
SLATER.

JANEY
Am I late for the --

She stops in midsentence at the sight of the frenzied action in the
lab.  SCIENTIST III spots her, grabs her, tries to push her back
through the door.

SCIENTIST III
